label,Math,Read,Scie,Weight,Header,Header2^M
Strongly agree,471,473.8725405,477.4080097,52.53365355,Extra Help is not that important!,Question : How often Do your teacher gives extra help every lesson?^M
Agree,477,478.2085424,482.5990459,51.0801052,
Disagree,469,474.2502468,475.9655643,49.78101033,^M
Strongly disagree,464,469.1297338,472.4669409,41.68392055,^M
