label,Math,Read,Scie,Weight,Header,Header2^M
Strongly agree,485,487.8557637,492.72957,49.8848892,Here again - understanding is the key to better performance,Question: Do you seek explanations for things?^M
Agree,479,481.8661437,485.630954,50.12660503,^M
Disagree,458,466.119694,468.5475661,51.45718858,^M
Strongly disagree,420,419.3538292,425.8259771,53.26495567,^M
